	
🔨点播测试,#genre#
gotta have you,https://vd4.bdstatic.com/mda-pd12r07sg8gk5km4/sc/cae_h264/1680403901903784466/mda-pd12r07sg8gk5km4.mp4?v_from_s=bdapp-landingpage-api-nanjing
Far Away From Home,https://vd4.bdstatic.com/mda-pck2pmih1tigz5cc/sc/cae_h264/1679364081961876680/mda-pck2pmih1tigz5cc.mp4?v_from_s=bdapp-landingpage-api-nanjing
There You'll Be,https://vd3.bdstatic.com/mda-pcn263pp9vpu5uu2/sc/cae_h264/1679537941762644517/mda-pcn263pp9vpu5uu2.mp4?v_from_s=bdapp-landingpage-api-nanjing
It doesn't matter,https://vd4.bdstatic.com/mda-pc4ejv619hp5mrbm/sc/cae_h264/1678012345968042562/mda-pc4ejv619hp5mrbm.mp4?v_from_s=bdapp-author-nanjing
Locked Away,https://vd3.bdstatic.com/mda-pcb1nyigqfhih29x/sc/cae_h264/1678584441933533778/mda-pcb1nyigqfhih29x.mp4?v_from_s=bdapp-landingpage-api-nanjing
IF YOU,https://vd4.bdstatic.com/mda-pcdiq09n31ferntu/sc/cae_h264/1678801009006183368/mda-pcdiq09n31ferntu.mp4?v_from_s=bdapp-landingpage-api-nanjing
Bloom,https://vd4.bdstatic.com/mda-pd4kzmyccyz0enkj/720p/h264/1680706530632046066/mda-pd4kzmyccyz0enkj.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Mendocino County Line,https://vd4.bdstatic.com/mda-pcuiz51acnh08y65/sc/cae_h264/1680098121244513042/mda-pcuiz51acnh08y65.mp4?v_from_s=bdapp-landingpage-api-nanjing
Never Had A Dream Come True,https://vd2.bdstatic.com/mda-pd830eikcyr6fb4k/sc/cae_h264/1681014546907341105/mda-pd830eikcyr6fb4k.mp4?v_from_s=bdapp-landingpage-api-nanjing
Right Here Waiting,https://vd3.bdstatic.com/mda-pc9hb18v03q89if4/sc/cae_h264/1678452238057590187/mda-pc9hb18v03q89if4.mp4?v_from_s=bdapp-landingpage-api-nanjing
Nothing's Gonna Change My Love For You,https://vd2.bdstatic.com/mda-pcehmrk9qwzx8ay7/sc/cae_h264/1678883517681015428/mda-pcehmrk9qwzx8ay7.mp4?v_from_s=bdapp-resbox-nanjing
Sailing,https://vd4.bdstatic.com/mda-pc8kupihjz9am3u6/sc/cae_h264/1678374313238496812/mda-pc8kupihjz9am3u6.mp4?v_from_s=bdapp-landingpage-api-nanjing
Beautiful in white,https://vd2.bdstatic.com/mda-pc70b8fz3gjj9x5s/sc/cae_h264/1678234973273975641/mda-pc70b8fz3gjj9x5s.mp4?v_from_s=bdapp-landingpage-api-nanjing
You're My Heart，You're My Soul,https://vd4.bdstatic.com/mda-pcifmeqwmk3tascm/sc/cae_h264/1679224214307645024/mda-pcifmeqwmk3tascm.mp4?v_from_s=bdapp-landingpage-api-nanjing
Bye Bye Mi Amor,https://vd3.bdstatic.com/mda-pcug7wcx5hpiu228/sc/cae_h264/1680092199151098064/mda-pcug7wcx5hpiu228.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Letting Go,https://vd3.bdstatic.com/mda-pbe2hcpjtxtb42am/sc/cae_h264/1676426452458496233/mda-pbe2hcpjtxtb42am.mp4?v_from_s=bdapp-landingpage-api-nanjing
Better Man,https://vd4.bdstatic.com/mda-pcikk75t048jaunb/720p/h264/1679236549771648957/mda-pcikk75t048jaunb.mp4?v_from_s=bdapp-landingpage-api-nanjing
Everybody Knows I LoveYou,https://vd2.bdstatic.com/mda-pcf1sadxmt97yzwp/sc/cae_h264/1679304666828598192/mda-pcf1sadxmt97yzwp.mp4?v_from_s=bdapp-landingpage-api-nanjing
Ready For The Times To Get Better,https://vd2.bdstatic.com/mda-pd69ciw63rs9f87s/sc/cae_h264/1680850474673489697/mda-pd69ciw63rs9f87s.mp4?v_from_s=bdapp-landingpage-api-nanjing
Say You，Say Me,https://vd2.bdstatic.com/mda-pd351m2fssxtneib/sc/cae_h264/1680581022312810007/mda-pd351m2fssxtneib.mp4?v_from_s=bdapp-unicomment-nanjing
Yesterday Once More,https://vd3.bdstatic.com/mda-pcg5d2d9r5wyukyk/sc/cae_h264/1679030360825247398/mda-pcg5d2d9r5wyukyk.mp4?v_from_s=bdapp-landingpage-api-nanjing
Someone Like You,https://vd4.bdstatic.com/mda-pd1drei9zwtzmdxb/sc/cae_h264/1680430871341813058/mda-pd1drei9zwtzmdxb.mp4?v_from_s=bdapp-landingpage-api-nanjing
卡萨布兰卡,https://vd2.bdstatic.com/mda-pckhjep7ibte14gx/sc/cae_h264/1679483466086569788/mda-pckhjep7ibte14gx.mp4?v_from_s=bdapp-landingpage-api-nanjing
My Love,https://vd4.bdstatic.com/mda-pcpdzwp62r2pft2q/720p/h264/1679651752204663263/mda-pcpdzwp62r2pft2q.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Wings of Love,https://vd2.bdstatic.com/mda-pcnpp9tnzkrjbegq/sc/cae_h264/1681204028210519803/mda-pcnpp9tnzkrjbegq.mp4?v_from_s=bdapp-landingpage-api-nanjing
Self Control REMIX,https://vd2.bdstatic.com/mda-pd734vbh5ryem3cu/sc/cae_h264/1680927720722037697/mda-pd734vbh5ryem3cu.mp4?v_from_s=bdapp-landingpage-api-nanjing
No Limit,https://vd3.bdstatic.com/mda-pcuecfnpg5e0ny35/sc/cae_h264/1680086204002359555/mda-pcuecfnpg5e0ny35.mp4?v_from_s=bdapp-landingpage-api-nanjing
Freedom无章的自由,https://vd2.bdstatic.com/mda-pd5mx6t0rn4hea15/sc/cae_h264/1680795242401048280/mda-pd5mx6t0rn4hea15.mp4?v_from_s=bdapp-landingpage-api-nanjing
Monody,https://vd4.bdstatic.com/mda-pck1qhahuktyf7k0/sc/cae_h264/1679362088568533972/mda-pck1qhahuktyf7k0.mp4?v_from_s=bdapp-landingpage-api-nanjing
You Are My Sunshine,https://vd3.bdstatic.com/mda-pc5dfsypzxyzd6jv/sc/cae_h264/1678099670063110577/mda-pc5dfsypzxyzd6jv.mp4?v_from_s=bdapp-landingpage-api-nanjing
See you again,https://vd4.bdstatic.com/mda-pcq9pyrjrxwvtci7/sc/cae_h264/1679727391671088823/mda-pcq9pyrjrxwvtci7.mp4?v_from_s=bdapp-landingpage-api-nanjing
the real thing,https://vd4.bdstatic.com/mda-pcfe2jhnfsr9ieme/sc/cae_h264/1678961879934301156/mda-pcfe2jhnfsr9ieme.mp4?v_from_s=bdapp-landingpage-api-nanjing
The Calling,https://vd2.bdstatic.com/mda-pd39te5mqu2uu6zt/sc/cae_h264/1680661198946370061/mda-pd39te5mqu2uu6zt.mp4?v_from_s=bdapp-landingpage-api-nanjing
Boom，Boom，Boom，Boom！,https://vd3.bdstatic.com/mda-pd42xwhs1qiadgti/sc/cae_h264/1680661831984655292/mda-pd42xwhs1qiadgti.mp4?v_from_s=bdapp-landingpage-api-nanjing
Wonderful Tonight,https://vd3.bdstatic.com/mda-pcr2sciksnki2qzy/sc/cae_h264/1679797906335589617/mda-pcr2sciksnki2qzy.mp4?v_from_s=bdapp-landingpage-api-nanjing
Better Than A Hallelujah,https://vd2.bdstatic.com/mda-pd051crce0uy5v63/sc/cae_h264/1680330557929595895/mda-pd051crce0uy5v63.mp4?v_from_s=bdapp-landingpage-api-nanjing
Hero英雄,https://vd4.bdstatic.com/mda-pbi5xmee1haj9trr/sc/cae_h264/1676857909814127681/mda-pbi5xmee1haj9trr.mp4?v_from_s=bdapp-landingpage-api-nanjing
Let's Go,https://vd2.bdstatic.com/mda-pc7f7h2wtudf8wcm/720p/h264/1678272363420914942/mda-pc7f7h2wtudf8wcm.mp4?v_from_s=bdapp-landingpage-api-nanjing
Hotel California加州旅馆,https://vd2.bdstatic.com/mda-pceck3rsj92nv54b/sc/cae_h264/1678894361412098576/mda-pceck3rsj92nv54b.mp4?v_from_s=bdapp-landingpage-api-nanjing
Super Disco超级迪斯科,https://vd4.bdstatic.com/mda-pcg1fhs8mu2u6dsj/sc/cae_h264/1679036126746463246/mda-pcg1fhs8mu2u6dsj.mp4?v_from_s=bdapp-landingpage-api-nanjing
Sunshine in the Rain,https://vd3.bdstatic.com/mda-pc53s5rrk6vumw8v/sc/cae_h264/1678071264483311568/mda-pc53s5rrk6vumw8v.mp4?v_from_s=bdapp-resbox-nanjing
The Message,https://vd2.bdstatic.com/mda-pcprjbm5yjbu6hey/720p/h264/1679682438980488846/mda-pcprjbm5yjbu6hey.mp4?v_from_s=bdapp-landingpage-api-nanjing
All Out of Love,https://vd2.bdstatic.com/mda-pd0hgiebc1jk03jt/sc/cae_h264/1680353344791122925/mda-pd0hgiebc1jk03jt.mp4?v_from_s=bdapp-landingpage-api-nanjing
You Don't Know Me,https://vd3.bdstatic.com/mda-pbg4wv4dr93zj3hn/sc/cae_h264/1676685689557732974/mda-pbg4wv4dr93zj3hn.mp4?v_from_s=bdapp-landingpage-api-nanjing
Lover's Symphony,https://vd2.bdstatic.com/mda-pcg18h82am39d9fd/sc/cae_h264/1679036003460198048/mda-pcg18h82am39d9fd.mp4?v_from_s=bdapp-landingpage-api-nanjing
Kirobbanó Energia爆炸的能量,https://vd2.bdstatic.com/mda-pd24cwhw7wn098i8/sc/cae_h264/1680492515499777286/mda-pd24cwhw7wn098i8.mp4?v_from_s=bdapp-landingpage-api-nanjing
Tu vivi nell'aria,https://vd3.bdstatic.com/mda-pcnafwu25iz72g7b/sc/cae_h264/1679556740633316250/mda-pcnafwu25iz72g7b.mp4?v_from_s=bdapp-author-tide-nanjing
You ll Be My Love,https://vd2.bdstatic.com/mda-pd7cc20xhkir6ywb/sc/cae_h264/1680943893221883167/mda-pd7cc20xhkir6ywb.mp4?v_from_s=bdapp-resbox-zan-nanjing
everytime we touch,https://vd4.bdstatic.com/mda-pcwdstf473sn4s8f/sc/cae_h264/1680258448333466128/mda-pcwdstf473sn4s8f.mp4?v_from_s=bdapp-unicomment-nanjing
I Will Never Let You Down,https://vd4.bdstatic.com/mda-pd55zn6up0p3af88/sc/cae_h264/1680761534949707423/mda-pd55zn6up0p3af88.mp4?v_from_s=bdapp-feedserver-nanjing
Close Your Eyes闭上你的双眼,https://vd4.bdstatic.com/mda-pcsb5yfnz4tq13hi/sc/cae_h264/1679905634481309782/mda-pcsb5yfnz4tq13hi.mp4?v_from_s=bdapp-author-nanjing
America,https://vd4.bdstatic.com/mda-pde2ceged0rbwcmx/sc/cae_h264/1681602142262189072/mda-pde2ceged0rbwcmx.mp4?v_from_s=bdapp-landingpage-api-nanjing
Lady of the Night,https://vd3.bdstatic.com/mda-pc9e2d8uud0pxtbh/sc/cae_h264/1678637077031655162/mda-pc9e2d8uud0pxtbh.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
There's A Fire,https://vd2.bdstatic.com/mda-pdi91rg4j38115dn/sc/cae_h264/1681899945916979286/mda-pdi91rg4j38115dn.mp4?v_from_s=bdapp-landingpage-api-nanjing
Playboy,https://vd2.bdstatic.com/mda-pdeb54ga52xeh730/sc/cae_h264/1681598635202726910/mda-pdeb54ga52xeh730.mp4
Szerelemre szulettem,https://vd2.bdstatic.com/mda-pdhcf9h6rydhm3ey/sc/cae_h264/1681824845473950822/mda-pdhcf9h6rydhm3ey.mp4?v_from_s=bdapp-unicomment-nanjing
La La La Love on My Mind,https://vd4.bdstatic.com/mda-pd357tdkdxfdje0m/sc/cae_h264/1680588698673386167/mda-pd357tdkdxfdje0m.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Tokyo Town,https://vd3.bdstatic.com/mda-pde1n1iug63ejqwn/sc/cae_h264/1681582627508138766/mda-pde1n1iug63ejqwn.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Heartflash,https://vd3.bdstatic.com/mda-pdf7vb68j0xp58xu/sc/cae_h264/1681623509316320687/mda-pdf7vb68j0xp58xu.mp4
Self Control,https://vd2.bdstatic.com/mda-pc12n3c8shf2wh02/sc/cae_h264/1677850713571339156/mda-pc12n3c8shf2wh02.mp4?v_from_s=bdapp-landingpage-api-nanjing
Brother Louie,https://vd2.bdstatic.com/mda-pc9dzztrvdtq4x7y/720p/h264/1678442045605413923/mda-pc9dzztrvdtq4x7y.mp4?v_from_s=bdapp-landingpage-api-nanjing
oniy One Night,https://vd4.bdstatic.com/mda-pdgbhp4rzzwbtg8h/sc/cae_h264/1681740011893832874/mda-pdgbhp4rzzwbtg8h.mp4?v_from_s=bdapp-resbox-nanjing
阿拉伯之夜,https://vd2.bdstatic.com/mda-pdi2ynrq1ekq8uu6/sc/cae_h264/1681870816847428522/mda-pdi2ynrq1ekq8uu6.mp4?v_from_s=bdapp-landingpage-api-nanjing
You Only You,https://vd4.bdstatic.com/mda-pdj9jmyk415yw5ej/sc/cae_h264/1681987495421307322/mda-pdj9jmyk415yw5ej.mp4?v_from_s=bdapp-landingpage-api-nanjing
Wings of Love,https://vd4.bdstatic.com/mda-pdj8xz4ekp03utkh/sc/cae_h264/1681981343183913513/mda-pdj8xz4ekp03utkh.mp4?v_from_s=bdapp-resbox-nanjing
Gotta Go Home,https://vd2.bdstatic.com/mda-pdi9byhpw35nhh7q/sc/cae_h264/1681907338661268891/mda-pdi9byhpw35nhh7q.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Don't Wake Me Up,https://vd3.bdstatic.com/mda-pdeav4d4xhg37gbw/sc/cae_h264/1681599183659604050/mda-pdeav4d4xhg37gbw.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Say Youll'Never,https://vd3.bdstatic.com/mda-pdf807vtnpksh6hx/sc/cae_h264/1681643146926314994/mda-pdf807vtnpksh6hx.mp4?v_from_s=bdapp-landingpage-api-nanjing
Sensation,https://vd2.bdstatic.com/mda-pde1rnz5ids4htjg/sc/cae_h264/1681582813569382901/mda-pde1rnz5ids4htjg.mp4?v_from_s=bdapp-landingpage-api-nanjing
Tracks In The Snow,https://vd4.bdstatic.com/mda-pdearq42ubepj6hs/sc/cae_h264/1681551695416703345/mda-pdearq42ubepj6hs.mp4?v_from_s=bdapp-feedserver-nanjing
Dancing In The Dark,https://vd3.bdstatic.com/mda-pdgb2cuqzaf150u4/sc/cae_h264/1681736134886885687/mda-pdgb2cuqzaf150u4.mp4?v_from_s=bdapp-landingpage-api-nanjing
Don't Cry,https://vd3.bdstatic.com/mda-pdeb203y4fvzkhnq/sc/cae_h264/1681599254743432870/mda-pdeb203y4fvzkhnq.mp4?v_from_s=bdapp-unicomment-nanjing
Moving Your Hips,https://vd2.bdstatic.com/mda-pdi95bbuk0t7gsns/sc/cae_h264/1681906761556337533/mda-pdi95bbuk0t7gsns.mp4?v_from_s=bdapp-landingpage-api-nanjing
cha cha cha,https://vd4.bdstatic.com/mda-pdf7thu82zwb6nfv/sc/cae_h264/1681623318645386237/mda-pdf7thu82zwb6nfv.mp4?v_from_s=bdapp-landingpage-api-nanjing
La La La,https://vd3.bdstatic.com/mda-pd27ej57u1bkv43a/sc/cae_h264/1680499384436265780/mda-pd27ej57u1bkv43a.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
Black Coffee - Subconsciously,https://vd2.bdstatic.com/mda-pdg2rmyftg3vmige/sc/cae_h264/1681697526712821876/mda-pdg2rmyftg3vmige.mp4?v_from_s=bdapp-bdappcore-feed-nanjing
SELF CoNTRoL,https://vd3.bdstatic.com/mda-pdq8bmaqhy0xa3xu/sc/cae_h264/1682429549182216279/mda-pdq8bmaqhy0xa3xu.mp4?v_from_s=bdapp-landingpage-api-nanjing
Little Girl,https://vd2.bdstatic.com/mda-pdp540hm0qjub355/sc/cae_h264/1682406592389507998/mda-pdp540hm0qjub355.mp4?v_from_s=bdapp-landingpage-api-nanjing


♈[欧美MV],#genre#
The Pussycat Dolls - React-[91M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgp4PxhwYo6eLmugQ.mp4
Thalía，Mau y Ricky - Ya Tú Me Conoces-[60M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghoPxhwYo9buQ_QI.mp4
Thalía，Lali - Lindo Pero Bruto-[73M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghoPxhwYo1MrCBA.mp4
Thalia - Solo Parecía Amor-[51M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgj4PxhwYouNP3_AE.mp4
Te Robaré - Nicky Jam x Ozuna-[37M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg24LxhwYowK6lUA.mp4
Te Lo Regalo - Nanda-[62M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3YLxhwYo-I3xigQ.mp4
taylor swift - willow-[51M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4oLxhwYo1OOw_Qc.mp4
Steve Angello &amp; Laidback Luke Feat. Robin S-Show Me Love-[105M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtILxhwYo46Hw5QU.mp4
Starley - Call On Me (Ryan Riback Remix)-[82M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtILxhwYolI2_GA.mp4
Sofia Reyes x Darell x Lalo Ebratt &nbsp;- &nbsp;Échalo Pa&#39; Ca-[96M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgt4LxhwYo4IWt2gc.mp4
Sofia Carson - Love Is The Name-[111M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguILxhwYojOq7zgY.mp4
Slushii - Never Let You Go (feat. Sofia Reyes)-[71M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggoLxhwYorK_AugI.mp4
Sigala，James Arthur - Lasting Lover-[66M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkILxhwYo3urf9QE.mp4
Shakira - Perro Fiel-[61M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjILxhwYo9Z-U3wE.mp4
Serena - Safari-[48M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgj4LxhwYogMe80AY.mp4
Rihanna - Umbrella (Orange Version) -[96M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6YHxhwYo--bAzAI.mp4
Rihanna - Te Amo-[76M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6IHxhwYowOnkgQc.mp4
Rihanna - Rehab-[57M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5IHxhwYo4Ofz6QM.mp4
Mala Costumbre - Manuel Turizo x Wisin &nbsp;&nbsp;Yandel-[86M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtsmThQYo9NSQywE.mp4
Maître Gims - Bella-[69M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgismThQYouPGwkgE.mp4
Maite Perroni - _Loca_ (Feat. Cali - El Dandee)-[53M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-8iThQYowMahgAM.mp4
Lukas Graham - Share That Love (feat. G-Eazy)-[60M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1MiThQYozOquxwU.mp4
Lost in the Middle of Nowhere (feat. Becky G) (Spanish Remix)-[51M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2ciThQYonJO4pgc.mp4
London Grammar - Lose Your Head-[73M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3ciThQYo-PbJ8QM.mp4
Lola Indigo， Lalo Ebratt - Maldición-[53M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzciThQYosK_E0QE.mp4
Little Mix - Think About Us-[104M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrsiThQYompycuQM.mp4
Little Mix - DNA-[92M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsMiThQYokpipyAY.mp4
Leslie Shaw， Mau y Ricky - Faldita-[91M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsMiThQYo2K-O9wQ.mp4
Leslie Shaw， Legarda - Volverte A Ver-[78M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrsiThQYo6J6OqwQ.mp4
Leslie Grace， Noriel - Duro y Suave-[83M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggsiThQYo8_-K4gE.mp4
Lana Del Rey - Chemtrails Over The Country Club-[170M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3MeThQYolt2C5gY.mp4
Lali - Somos Amantes-[60M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxceThQYo18GFwAI.mp4
Kat Deluna - Dr Costi Always on My Mind-[64M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz8eThQYokO7N6AY.mp4
KAROL G， Maluma - Créeme-[48M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglceThQYov7zh8AQ.mp4
Karol G - Ya no te creo-[64M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglMeThQYokcHtxAc.mp4
KAROL G - Punto G-[64M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgi8eThQYou8KriAc.mp4
Clean Bandit - &nbsp;Tears (feat. Louisa Johnson)-[90M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgi_y8hwYo_PaVxQE.mp4
Andreea Balan - IUBI feat. Sonny Flame-[91M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-_u8hwYovvyuqgI.mp4
Zion &amp; Lennox ， Natti Natasha - Te Mueves-[97M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9qfghgYooo6Ceg.mp4
Zion &amp; Lennox - La Player (Bandolera)-[61M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyKfghgYopJbS0wQ.mp4
WILLY PAUL X REKLESS - AAAIH-[88M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_6bghgYonLKA2gc.mp4
What&#39;s My Name (from Descendants 2)-[68M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_qbghgYo3tHVkwQ.mp4
Ventino， Lalo Ebratt， Yera - Andan Diciendo-[90M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1qbghgYo8OXT6gM.mp4
Ventino - Vente Conmigo-[48M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0abghgYojqaXxwQ.mp4
Ventino - Apaga Y Vámonos-[63M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrKbghgYo3fCMvQQ.mp4
Traficante - King Goyi ft. Arcángel-[67M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqqbghgYo_Y-Q-AQ.mp4
Tommy Genesis - peppermint-[54M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr6bghgYo04r_4gU.mp4
Tinie - Whoppa (feat. Sofia Reyes and Farina)-[111M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqabghgYoo5_upAU.mp4
TINI， Nacho - Te Quiero Más-[92M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrKbghgYo9M2EFg.mp4
TINI， Greeicy - 22-[84M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5qXghgYo3JyixQM.mp4
TINI - Duele ft. John C-[39M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9KXghgYo2KH9rAE.mp4
P!nk - Just Give Me A Reason ft. Nate Ruess-[84M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglMyThQYo8M6mrwE.mp4
Ozuna - Tu Foto-[48M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkcyThQYogLW9iwU.mp4
Ozuna - Caramelo-[83M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkcyThQYou4CZsAY.mp4
Olly Murs - Up (Official Video) ft. Demi Lovato-[47M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5suThQYogtuRnQI.mp4
Olly Murs - That Girl (Lyric Video)-[29M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4MuThQYolsbi4AE.mp4
Olivia Rodrigo - drivers license-[40M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5suThQYogJv4Cg.mp4
OANA - Duro-[103M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgs8uThQYo57qBgAU.mp4
Now United - Lean On Me-[92M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguMuThQYo8KuYlAE.mp4
Now United &nbsp;&nbsp;R3HAB - One Love-[62M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvMuThQYokPeJugM.mp4
Nicoleta Nuca - Nu Sunt-[48M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkMuThQYorPikxgM.mp4
Natti Natasha x Anitta &nbsp;- Te lo Dije-[66M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkMuThQYonK7HtQI.mp4
Natti Natasha Nicky Jam Manuel Turizo Myke Towers-Despacio-[94M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglMuThQYoxtHW3gQ.mp4
Natti Natasha - Pa&#39; Mala YO-[41M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgi8uThQYoi5Da-gY.mp4
Natti Natasha - No Voy a Llorar-[68M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghcuThQYogeGT2AY.mp4
Nacho - Bailame-[62M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1cqThQYo_YLA-gY.mp4
MYA， Pedro Capó - Te Olvidaré-[63M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzsqThQYorPnW0Ac.mp4
MØ - Final Song-[88M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5smThQYo0-jr8Ac.mp4
Miss Bolivia ft Cazzu - Soltera-[65M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4cmThQYoi_ubZQ.mp4
MishCatt， Sofia Reyes &nbsp;&nbsp;De La Ghetto - Goofy Pt.2-[57M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4MmThQYo5KXwvAI.mp4
Marco &nbsp;&nbsp;Seba feat. INNA - Show Me the Way-[59M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvsmThQYozPzOoAQ.mp4
Mandinga - Besame-[60M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtcmThQYogKj7Eg.mp4
Rihanna - Diamonds-[135M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1_68hwYowNbAwQY.mp4
Raluka - Du-ma Spre Noi-[60M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8e68hwYo8ezwxAE.mp4
Poppy - Moshi Moshi-[29M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1u68hwYoifOS2wQ.mp4
Pitbull ft. Prince Royce &amp; Ludacris - Tell Me Again-[97M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgse68hwYoiN6MlgI.mp4
