

永刚音乐,#gengre#
情花,http://em.21dtv.com/songs/60035032.mkv
爱人,http://em.21dtv.com/songs/60008537.mkv
何日尹再来,http://em.21dtv.com/songs/60020373.mkv
一个小心愿,http://em.21dtv.com/songs/60053118.mkv
往事只能回味,http://em.21dtv.com/songs/60043461.mkv
阿里山的姑娘,http://em.21dtv.com/songs/60095225.mkv
少年爱姑娘,http://em.21dtv.com/songs/60038122.mkv
美酒加咖啡,http://em.21dtv.com/songs/60029130.mkv
情人一笑,http://em.21dtv.com/songs/60035255.mkv
说说笑笑,http://em.21dtv.com/songs/60040423.mkv
又见炊烟,http://em.21dtv.com/songs/60055434.mkv
几多愁,http://em.21dtv.com/songs/60022646.mkv
凤凰传奇#genre#
奇迹世界,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_954805&response=res&format=mp4&type=convert_url
温柔姑娘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6401404&response=res&format=mp4&type=convert_url
月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url
动起来,http://em.21dtv.com/songs/60117571.mkv
走天涯【无图】,http://em.21dtv.com/songs/60144611.mkv
自由飞翔,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url
中国喜事,http://em.21dtv.com/songs/60109174.mkv
相约北京,http://em.21dtv.com/songs/60048879.mkv
一路惊喜,http://em.21dtv.com/songs/60108329.mkv
陪你一辈子,http://em.21dtv.com/songs/60101944.mkv
快乐无极限,http://em.21dtv.com/songs/60103918.mkv
情歌唱天下,http://em.21dtv.com/songs/60079894.mkv
我们的歌谣,http://em.21dtv.com/songs/60061691.mkv
策马奔腾,http://em.21dtv.com/songs/60111710.mkv
开门大吉,http://em.21dtv.com/songs/60148410.mkv
奇迹世界,http://em.21dtv.com/songs/60033950.mkv
年轻主义,http://em.21dtv.com/songs/60121420.mkv
舞动草原,http://em.21dtv.com/songs/60090676.mkv
醉美天下,http://em.21dtv.com/songs/60060505.mkv
奢香夫人,http://em.21dtv.com/songs/60038186.mkv
郎的诱惑,http://em.21dtv.com/songs/60026179.mkv
沙漠之恋,http://em.21dtv.com/songs/60037464.mkv
康定情歌,http://em.21dtv.com/songs/60025171.mkv
荷塘月色【演唱会】,http://em.21dtv.com/songs/60020471.mkv
歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
最炫民族风,http://em.21dtv.com/songs/60060444.mkv
我从草原来,http://em.21dtv.com/songs/60044958.mkv
我不是公主,http://em.21dtv.com/songs/60044822.mkv
等爱的玫瑰,http://em.21dtv.com/songs/60014851.mkv
御龙归字遥,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
溜溜的情歌,http://em.21dtv.com/songs/60027499.mkv
我是一只小小鸟,http://em.21dtv.com/songs/60046207.mkv
我和草原有个约定,http://em.21dtv.com/songs/60045515.mkv
天下姐妹,http://em.21dtv.com/songs/60077906.mkv
美丽中国走起来,http://em.21dtv.com/songs/60119284.mkv
珍珠传奇【】,http://em.21dtv.com/songs/60058019.mkv
范晓萱#genre#
稍立息正正好,http://em.21dtv.com/songs/60038104.mkv
小叮当,http://em.21dtv.com/songs/60049539.mkv
金曲联唱,http://em.21dtv.com/songs/60088554.mkv
猪你生日快乐,http://em.21dtv.com/songs/60059219.mkv
甜蜜蜜,http://em.21dtv.com/songs/60042381.mkv
健康歌,http://em.21dtv.com/songs/60023312.mkv

费玉清#genre#
一剪梅,http://em.21dtv.com/songs/60053162.mkv
花好月圆,http://em.21dtv.com/songs/60127422.mkv
牛郎织女,http://em.21dtv.com/songs/60062351.mkv
夜来香,http://em.21dtv.com/songs/60052609.mkv
水汪汪,http://em.21dtv.com/songs/60040231.mkv
橄榄树,http://em.21dtv.com/songs/60018114.mkv
上海滩,http://em.21dtv.com/songs/60149694.mkv
成都,http://em.21dtv.com/songs/60147759.mkv
香水有毒,http://em.21dtv.com/songs/60128412.mkv
天涯歌女,http://em.21dtv.com/songs/60042241.mkv
爱情买卖,http://em.21dtv.com/songs/60130765.mkv






你爱我怀DJ,http://fsmvpc.tx.kugou.com/202308191040/0cc4d3406fff921bd36ddbf35be40306/v2/130986fb24c3b03f7549786c03b004b9/KGTX/CLTX002/130986fb24c3b03f7549786c03b004b9.mp4
你爱我坏,http://fsmvpc.tx.kugou.com/202308191040/860db2e280f34c50f5109b30ea625161/v2/0d07d859573e1613b85b9e1337f849c6/KGTX/CLTX002/0d07d859573e1613b85b9e1337f849c6.mp4

爱才是王牌,http://em.21dtv.com/songs/60088266.mkv
爱的沙,http://em.21dtv.com/songs/60065773.mkv
爱恨是你,http://em.21dtv.com/songs/60007605.mkv
初恋情人,https://tdv.tangdou.com/20220602/vip_video1_1080P.mp4
错过的余生,http://fsmvpc.ali.kugou.com/202308190758/e6fe28b0f4fe6250de6babb1a9011bb1/KGTX/CLTX002/65f894f6f75208ce56be845bddddb91a.mp4
烟入肺酒入魂,http://fsmvpc.ali.kugou.com/202308190756/7cdcc721b3d118e38fb0320ed2d90521/KGTX/CLTX002/02f96f8b196e15313fb305adf6a31f43.mp4


哥哥不是人-刘妍,http://fsmvpc.tx.kugou.com/202308190742/1d5aad8b865abe114763823dd41a6759/v2/b9139e74b63bf982e48db619ea101fff/KGTX/CLTX002/b9139e74b63bf982e48db619ea101fff.mp4

泪蛋蛋,http://em.21dtv.com/songs/60097021.mkv
泪蛋蛋,http://em.21dtv.com/songs/60123836.mkv
来人间走个过场,http://fsmvpc.tx.kugou.com/202308190801/6ded60ab4b2eb9c9d0c7b3a3ea0e0aa7/v2/078c209f40c4b1a5b06dfe37455c7531/KGTX/CLTX002/078c209f40c4b1a5b06dfe37455c7531.mp4

爱情着了火-张冬玲,http://fsmvpc.tx.kugou.com/202308190803/eab99e657fac25526e5b9862f1215126/v2/40f703f3fd52e43910f334141caba177/KGTX/CLTX002/40f703f3fd52e43910f334141caba177.mp4


青春别走太快,http://fsmvpc.tx.kugou.com/202308162140/1b060ab9c4278a319485515e086fdb50/v2/7142d8b59b3bfbb7872dac668e94f2e6/KGTX/CLTX002/7142d8b59b3bfbb7872dac668e94f2e6.mp4
余生为你,http://fsmvpc.tx.kugou.com/202308190808/d4985c5dec2aba3847b5391d6f173e39/v2/10102afd134a042af675c2f75251faa4/KGTX/CLTX002/10102afd134a042af675c2f75251faa4.mp4
美丽的遗憾,http://fsmvpc.tx.kugou.com/202308190809/09e432d28b1c969c036db335af1cf02d/v2/144cfd62947bef1b189d1bf403df1c7d/G232/M04/0C/03/iIcBAF7sd8iAGvLdAPQjwdopn2o547.mp4
三生石下-大欢,http://fsmvpc.tx.kugou.com/202308190812/c4661527d4e4203057078ec3a560068a/v2/9d04cf66afcff076a4f7eb29117b011c/KGTX/CLTX002/9d04cf66afcff076a4f7eb29117b011c.mp4
梦中的兰花花,http://em.21dtv.com/songs/60127767.mkv
过家家-刘妍,http://em.21dtv.com/songs/60162426.mkv
哥哥不是无赖,http://em.21dtv.com/songs/60102169.mkv
能干的女人不容易,http://em.21dtv.com/songs/60162264.mkv
哥哥亲哥哥傻-晓月,http://em.21dtv.com/songs/60119618.mkv



赚钱养家,http://v.stream.tencentmusic.com/0b5374ajoaaa6uafo6mblrrkd76ds77qbfya.f120001.mp4?dis_k=1135da4757dd2f27fa7281c8ce374726&dis_t=1692404346&fromtag=202&domain_white_key=835caba8486320fceb78c0d99d479b5b:1692404346
杯杯敬自己,http://fsmvpc.ali.kugou.com/202308190919/dc97836305575bb9fac3fa8d1fff602b/KGTX/CLTX002/546dc47fb085a870dc56fcbacdbfbca9.mp4
杯杯敬自己,http://fsmvpc.tx.kugou.com/202308190919/1445ede7c1f89fd47a39a405ab6bf2dc/v2/a865bb5c6b1e08c62d9709a22debb42a/KGTX/CLTX002/a865bb5c6b1e08c62d9709a22debb42a.mp4

情一动心就痛-海生,http://em.21dtv.com/songs/60125874.mkv
小时候和长大后-苏谭谭,http://fsmvpc.ali.kugou.com/202308181845/eed29ed4022059a2dd1dda11b9b261df/KGTX/CLTX002/0ee2e16fe86ad8b82d1ccda35f7f3035.mp4
万爱千恩-王琪,http://fsmvpc.ali.kugou.com/202308181850/a2193b74d0a827840ed546b7f1a37017/v2/674f17f43a91b59107049d9efe79efb4/G160/M0B/0D/10/gJQEAFzbDFOAQPjQAZpck_n6m8k757.mp4
万爱千恩-王琪,http://em.21dtv.com/songs/60171731.mkv
我养的人和养我的人-安安,http://fsmvpc.tx.kugou.com/202308181856/55998e99404541d6a0f934feb2353c93/v2/1cd13b249885966b3b20686180602207/KGTX/CLTX002/1cd13b249885966b3b20686180602207.mp4
我养的人和养我的人DJ,http://fsmvpc.ali.kugou.com/202308181856/18d76b78f1a69989e9f865a7e376dc96/KGTX/CLTX002/af050caf3e9e28b360c6c7726b64d922.mp4
风雨彩虹-田震,http://em.21dtv.com/songs/60017403.mkv
这个世界谁真的在乎我,http://fsmvpc.ali.kugou.com/202308181904/9c979c9034b9c51fdcc536f41f667649/KGTX/CLTX002/2c57b093e0be8ead3aea51fbfb5148ac.mp4
下辈子还要和你成个家,http://fsmvpc.ali.kugou.com/202308181913/856e21dc6645b08cc84ccf86364a947a/KGTX/CLTX002/6e899faee7e587b20ccfe46d3939b7de.mp4
下辈子还要和你成个家,http://fsmvpc.tx.kugou.com/202308181913/d83f72f3cce94df80cdf992672673aa4/v2/0289ea07bfc2f2751397ed6c69a11c4c/KGTX/CLTX002/0289ea07bfc2f2751397ed6c69a11c4c.mp4

男人的挣扎,http://fsmvpc.ali.kugou.com/202308190905/f99b02b5fa387e41f383aae2cf55806c/KGTX/CLTX002/1b683fc50588032711ef8ca404171bf0.mp4
兄弟想你了,http://em.21dtv.com/songs/60119408.mkv

太累了,http://fsmvpc.tx.kugou.com/202308190907/f5569ec6e4e37569981f05a925f56f05/v2/05c69f22678442ad78be16d1ef8d3907/KGTX/CLTX002/05c69f22678442ad78be16d1ef8d3907.mp4
男人的一生,http://fsmvpc.tx.kugou.com/202308190909/b4610fdd02f9e038ef5894cdb39d4eea/v2/09f508faa33dd3fa308d0fdd5ac0877d/KGTX/CLTX002/09f508faa33dd3fa308d0fdd5ac0877d.mp4
男人的一生,http://fsmvpc.tx.kugou.com/202308190909/0b58c906b0ba61efb3e399c3a85101d0/v2/6d005b5ae6617583a3fe0a4f9591c7d2/KGTX/CLTX002/6d005b5ae6617583a3fe0a4f9591c7d2.mp4
男人的一生,http://em.21dtv.com/songs/60136937.mkv
赚钱养家,http://fsmvpc.tx.kugou.com/202308190914/66eec932e57d1b0f7ea40fd9906a9187/v2/1c6261d5089d046817f3a6e96746b4a9/KGTX/CLTX002/1c6261d5089d046817f3a6e96746b4a9.mp4


生而为人一场,http://fsmvpc.tx.kugou.com/202308191510/8b4ce3920027396bd1f510308a23d34c/v2/9741cbfb200f1d2df0b6f2b0d9bd7ea1/KGTX/CLTX002/9741cbfb200f1d2df0b6f2b0d9bd7ea1.mp4



小苹果-杨永刚,https://pan.whgpc.com/view.php/86a775fe7f0b8bd70571a48b0c647d6d.mp4
小苹果-杨永刚,http://wp.anxwl.cn/view.php/86a775fe7f0b8bd70571a48b0c647d6d.mp4
小苹果-杨永刚,https://mpimg.cn/view.php/86a775fe7f0b8bd70571a48b0c647d6d.mp4
新年大吉,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgksy04wUo17eY6Qc.mp4
金狮拜年,http://em.21dtv.com/songs/60024077.mkv
开门大发财,http://em.21dtv.com/songs/60118835.mkv
又见山里红,http://em.21dtv.com/songs/60079308.mkv
拉二胡-乔军,http://em.21dtv.com/songs/60025896.mkv
兰花草,http://em.21dtv.com/songs/60089332.mkv
罗刹海市《刀郎》,http://fsmvpc.tx.kugou.com/202308132356/d6aa7fbed734b7d9c95613d95d69c5e0/v2/27727bf721ceb131602452a3fbbf428e/KGTX/CLTX002/27727bf721ceb131602452a3fbbf428e.mp4
黑龙-我是黑龙,http://em.21dtv.com/songs/60105149.mkv
黑龙-回心转意,http://em.21dtv.com/songs/60022219.mkv
黑龙-老江湖,http://em.21dtv.com/songs/60076349.mkv
稻草人-黑龙,http://em.21dtv.com/songs/60132023.mkv
宽恕-黑龙,http://em.21dtv.com/songs/60083239.mkv
江湖-黑龙,http://em.21dtv.com/songs/60072070.mkv
龙在江湖-黑龙,http://em.21dtv.com/songs/60100679.mkv
炸炸歌-黑龙,http://em.21dtv.com/songs/60108191.mkv
精忠岳飞-黑龙,http://em.21dtv.com/songs/60076159.mkv
摇一摇-黑龙,http://em.21dtv.com/songs/60079037.mkv
不变的情歌-黑龙,http://em.21dtv.com/songs/60011014.mkv
棒打鸳鸯-黑龙,http://em.21dtv.com/songs/60144239.mkv
疯了疯了,http://em.21dtv.com/songs/60110736.mkv
相伴长征路-黑龙,http://em.21dtv.com/songs/60154776.mkv
来生只做陌生人-黑龙,http://em.21dtv.com/songs/60105172.mkv
英雄路-黑龙  成奎安,http://em.21dtv.com/songs/60054430.mkv
兄弟情-黑龙,http://em.21dtv.com/songs/60054430.mkv
被爱射伤的鸟-黑龙,http://em.21dtv.com/songs/60132024.mkv
被情伤过的女人-黑龙,http://em.21dtv.com/songs/60010302.mkv
缘分五月-五月,http://em.21dtv.com/songs/60063108.mkv
缘分-五月,http://em.21dtv.com/songs/60056060.mkv
缘分天空-孙楠,http://em.21dtv.com/songs/60056064.mkv
缘分天空-孙楠,http://em.21dtv.com/songs/60056063.mkv
错过缘分错过你-广场舞,https://vd4.bdstatic.com/mda-nak1ta9hr7uau7gi/fhd/cae_h264_nowatermark_delogo/1642800023084828200/mda-nak1ta9hr7uau7gi.mp4
把命都给你了《黄海波》,http://em.21dtv.com/songs/60086441.mkv
你把爱情给了谁,http://em.21dtv.com/songs/60031419.mkv
你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&response=res&format=mp4&type=convert_url
永刚音乐1,#gengre#
把爱给了你《陈玉建》,http://em.21dtv.com/songs/60009536.mkv
火辣辣《陈玉建》,http://em.21dtv.com/songs/60066046.mkv
小花《陈玉建》,http://em.21dtv.com/songs/60049590.mkv
我被青春撞了一下腰《张真》,http://em.21dtv.com/songs/60044722.mkv
我被青春撞了一下腰《陈玉建+》,http://em.21dtv.com/songs/60138211.mkv
我的青春不见了《赵斌》,http://em.21dtv.com/songs/60147771.mkv
我的爱情下了一场雪《胡东清》,http://em.21dtv.com/songs/60085147.mkv
昨夜下了一夜雨《江涛》,http://em.21dtv.com/songs/60090035.mkv
昨夜下了一夜雨《刘欢》,http://em.21dtv.com/songs/60060595.mkv
我的心下了场雪《雨露》,http://em.21dtv.com/songs/60137043.mkv
白一凡-我想你了,http://em.21dtv.com/songs/60146571.mkv
男人就是累《陈玉建》,http://em.21dtv.com/songs/60030985.mkv
出门在外老婆交待《陈玉建》,http://em.21dtv.com/songs/60167457.mkv
谁来偷走我的爱《陈玉建》,http://em.21dtv.com/songs/60040020.mkv
疯狂舞台-任军太,http://em.21dtv.com/songs/60017554.mkv
疯狂舞台-任军太,http://em.21dtv.com/songs/60017554.mkv
水深火热-任军太,http://em.21dtv.com/songs/60077715.mkv
女人心-任军太,http://em.21dtv.com/songs/60109134.mkv
容颜-任军太,http://em.21dtv.com/songs/60062865.mkv
淡定-任军太,http://em.21dtv.com/songs/60126592.mkv
父亲是山-任军太,http://em.21dtv.com/songs/60099078.mkv
玫瑰花与傻瓜,http://em.21dtv.com/songs/60062863.mkv
火火的中国-任军太,http://em.21dtv.com/songs/60107479.mkv
任性不是哥的错-任军太,http://em.21dtv.com/songs/60118317.mkv
任性不是哥的错-任军太DJ,http://em.21dtv.com/songs/60151015.mkv
会有那么一天-任军太,http://em.21dtv.com/songs/60022296.mkv
我是真心爱你的人-任军太,http://em.21dtv.com/songs/60062867.mkv
别把爱情想的太完美-龙军,http://em.21dtv.com/songs/60010564.mkv
歌MV,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgksy04wUo17eY6Qc.mp4
歌MV,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg49ia4gUolMGllwI.mp4 
歌MV,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghv2c4gUo1IGIhQQ.mp4 
歌MV,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0P6c4gUogMuVmwQ.mp4 
歌MV,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg59bE4gUo0P3y9QM.mp4 
歌MV,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8NfE4gUomOLI6gM.mp4
小草,http://em.21dtv.com/songs/60049500.mkv
香烟爱上火柴-张振,http://em.21dtv.com/songs/60048955.mkv
爱上火柴的香烟-龙雨,http://em.21dtv.com/songs/60126505.mkv
香烟爱上火柴-孙露,http://em.21dtv.com/songs/60115856.mkv
香烟最懂男人心-龙啸,http://em.21dtv.com/songs/60062720.mkv
天空-刘文杰,http://em.21dtv.com/songs/60101966.mkv
梦想天空-花儿乐,http://em.21dtv.com/songs/60124397.mkv
缘分情缘-晓晓,http://em.21dtv.com/songs/60165412.mkv
人到中年-守护一生,http://fsmvpc.tx.kugou.com/202308190836/cf16bc4f0dae2e1ec32f23a0878e1807/v2/9328dff8f67f70aee13130bb128695fa/KGTX/CLTX002/9328dff8f67f70aee13130bb128695fa.mp4
火了火了火-王蓉,http://em.21dtv.com/songs/60068352.mkv
火火的姑娘-东方红艳,http://em.21dtv.com/songs/60083094.mkv
火火的姑娘火火的爱-王萍,http://em.21dtv.com/songs/60155599.mkv
火火火起来-吴官辉,http://em.21dtv.com/songs/60132291.mkv
火火的日子火火的歌-张婉华,http://em.21dtv.com/songs/60167582.mkv
火火的歌火火的唱-宠龙,http://em.21dtv.com/songs/60105007.mkv
火火的中国梦-任太军,http://em.21dtv.com/songs/60069207.mkv
拉据火火火-音乐,http://em.21dtv.com/songs/60144445.mkv
火火爱-音乐,http://em.21dtv.com/songs/60153646.mkv
傻丫头-怕黑,http://em.21dtv.com/songs/60061557.mkv
爱上军营爱上你-孟小童,http://em.21dtv.com/songs/60069207.mkv
山那边,http://em.21dtv.com/songs/60144063.mkv
最远的你是我最近的爱-大哲,http://em.21dtv.com/songs/60143280.mkv
最远的你是我最近的爱-郑源,http://em.21dtv.com/songs/60079821.mkv
被情伤过的女人-黑龙,http://em.21dtv.com/songs/60010302.mkv
采蘑菇的小姑娘,http://em.21dtv.com/songs/60088344.mkv
趟过男人河的女人-韦唯,http://em.21dtv.com/songs/60041524.mkv
失恋线阵联盟,http://em.21dtv.com/songs/60038776.mkv
开门见喜,http://em.21dtv.com/songs/60108162.mkv
开门见喜,http://em.21dtv.com/songs/60108162.mkv
又见小桥头,http://em.21dtv.com/songs/60152197.mkv
又见雪花飞,http://em.21dtv.com/songs/60149920.mkv
又见溜溜的她,http://em.21dtv.com/songs/60089103.mkv
又见溜溜的她《无原唱》,http://em.21dtv.com/songs/60055439.mkv
高山青,https://vd2.bdstatic.com/mda-nbekkfmj84v41mdb/fhd/cae_h264_nowatermark_delogo/1645045236575576660/mda-nbekkfmj84v41mdb.mp4
我叫小沈阳,http://em.21dtv.com/songs/60045641.mkv
MC阿哲-吹牛逼,http://em.21dtv.com/songs/60126537.mkv
MC天佑-一人我饮酒醉,http://em.21dtv.com/songs/60114953.mkv
MC天佑-男人的痛,http://em.21dtv.com/songs/60144556.mkv
说谎-温兆伦,http://em.21dtv.com/songs/60040382.mkv
我相信,http://em.21dtv.com/songs/60125425.mkv
花房姑娘,http://em.21dtv.com/songs/60125428.mkv
大笑江湖,http://em.21dtv.com/songs/60014180.mkv
真英雄,http://em.21dtv.com/songs/60087120.mkv
大花轿-火风,http://em.21dtv.com/songs/60013979.mkv
大红帆-火风,http://em.21dtv.com/songs/60013973.mkv
大家好-火风,http://em.21dtv.com/songs/60014008.mkv
见面发财,http://em.21dtv.com/songs/60090892.mkv
成都,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx5ei5wUoqOfenwE.mp4
狂浪,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsK2M5gUosN7C7QQ.mp4
爱上你等于爱上了错-张新宇,http://em.21dtv.com/songs/60101630.mkv
野花香,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3oaO9wUo4J6WwQU.mp4
《罗刹海市》-刀郎新歌,https://vd2.bdstatic.com/mda-ph1zf8rj3tkgu9h2/720p/h264/1691019411573111917/mda-ph1zf8rj3tkgu9h2.mp4
老猫-都说,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghPbQ7AUohPLwrAM.mp4
拥抱着你的离去,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2bGM5gUo_NXfoAI.mp4
沙漠骆驼,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjbGM5gUon8K7eQ.mp4
在唱等你那么久,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg68u04wUoqKv6igY.mp4
歌在飞,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl4XG4gUo2IDXsAM.mp4
萧全+-+社会摇,https://bj.bcebos.com/v1/baidu-little-video/vod-gechgi84v43uhfhp/mda-kkmxairac93q0vyu.mp4
可可托海的牧羊人,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201203/5623330QKXZMsNoW2yOEq5AGr.mp4
天上人间,http://em.21dtv.com/songs/60118252.mkv
做我的新娘DJ_路消遥,http://em.21dtv.com/songs/60117264.mkv
永刚音乐2,#gengre#
专属魔力-金大喜,http://em.21dtv.com/songs/60120037.mkv
关掉脑袋-lCE Lady,http://em.21dtv.com/songs/60118259.mkv
爱要逃-云飞儿,http://em.21dtv.com/songs/60118310.mkv
硬盘里们的姑娘_梦幻同人志,http://em.21dtv.com/songs/60107005.mkv
早该说爱_杨红,http://em.21dtv.com/songs/60120034.mkv
天下縱横_张海峰,http://em.21dtv.com/songs/60120035.mkv
爱上你是我犯的错_王宏天,http://em.21dtv.com/songs/60130579.mkv
金钱与真爱_阿权,http://em.21dtv.com/songs/60117313.mkv
醉一回-冈林,http://em.21dtv.com/songs/60117563.mkv
自由自在-凤凰传奇,http://em.21dtv.com/songs/60117574.mkv
快乐小舞台,http://em.21dtv.com/songs/60117978.mkv
毛宁-晚秋,http://vodcdn.video.taobao.com/oss/ali-video/95751adaad64e6ca860b18f4855cd94d/video.m3u8
笑红尘-陈淑华,http://em.21dtv.com/songs/60049925.mkv
老板的心声,http://em.21dtv.com/songs/60076334.mkv
让我心碎,http://em.21dtv.com/songs/60064788.mkv
大湖船,http://em.21dtv.com/songs/60041321.mkv
花开富贵雄鸡唱,http://em.21dtv.com/songs/60075843.mkv
竹叶船,http://em.21dtv.com/songs/60059240.mkv
香蕉船,http://em.21dtv.com/songs/60048930.mkv
船歌-苗苗,http://em.21dtv.com/songs/60082740.mkv
脚踏两只船,http://em.21dtv.com/songs/60023494.mkv
脚踏两只船,http://em.21dtv.com/songs/60138790.mkv
南湖红船,http://em.21dtv.com/songs/60094382.mkv
红船向未来,http://em.21dtv.com/songs/60020784.mkv
小船在荡漾,http://em.21dtv.com/songs/60086989.mkv
弯弯的月亮船,http://em.21dtv.com/songs/60138464.mkv
婆婆也是妈,http://em.21dtv.com/songs/60033654.mkv
婆婆就是妈,http://em.21dtv.com/songs/60111403.mkv
我妈是我妈,http://em.21dtv.com/songs/60144958.mkv
情人也是人,http://em.21dtv.com/songs/60077255.mkv
过来人,http://em.21dtv.com/songs/60099510.mkv
好哥们,http://em.21dtv.com/songs/60066014.mkv
火火的爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzsXE4gUorZf38wc.mp4
爱火,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_8PE4gUo5KSp4gU.mp4
闯天涯,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsZ-V4gUo8dCz8wE.mp4
火红的,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnaLV4gUop5aBpQY.mp4
云朵-我的楼兰,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg88K74gUohZWCnwQ.mp4
拥抱着你的离去,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2bGM5gUo_NXfoAI.mp4
九妹,https://vd3.bdstatic.com/mda-magthesg2shv8dry/v1-cae/hd/mda-magthesg2shv8dry.mp4
九妹,http://em.21dtv.com/songs/60024333.mkv
大头皮鞋,http://em.21dtv.com/songs/60014139.mkv
阿莲,http://em.21dtv.com/songs/60006776.mkv
想说爱你不容易,http://em.21dtv.com/songs/60049236.mkv
糊涂的爱,http://em.21dtv.com/songs/60021277.mkv
我听过你的歌,http://em.21dtv.com/songs/60046282.mkv
窗外,http://em.21dtv.com/songs/60013182.mkv
众人划桨开大船,http://em.21dtv.com/songs/60133352.mkv
愚公移山,http://em.21dtv.com/songs/60055568.mkv
老乡,http://em.21dtv.com/songs/60026440.mkv
等一分钟,http://em.21dtv.com/songs/60155837.mkv
女人是老虎,http://em.21dtv.com/songs/60032956.mkv
一曲相思-门丽,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4oDG4gUo69_8zAQ.mp4
新套马杆,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8cam4gUosMuzpQY.mp4
呼伦贝尔大草原,http://em.21dtv.com/songs/60021159.mkv
带着情歌去流浪,http://em.21dtv.com/songs/60123420.mkv
南泥湾,http://em.21dtv.com/songs/60031127.mkv
采茶舞曲,http://em.21dtv.com/songs/60112304.mkv
采茶舞曲,http://em.21dtv.com/songs/60117820.mkv
青青河边草,http://em.21dtv.com/songs/60034771.mkv
老爸老妈,http://em.21dtv.com/songs/60135138.mkv
老爸老爸你好吗,http://em.21dtv.com/songs/60076331.mkv
唱一首情歌,http://em.21dtv.com/songs/60165751.mkv
最后的莫西干人,http://fsmvpc.tx.kugou.com/202308190842/04bb9ac31af2047a7568cedcb08aea9e/v2/485c1a6f4cc7cba368573d115b4ed2b8/G184/M01/17/03/WIcBAF4K79qAMzLyAQ3MAAEVQoI268.mp4
毛主席语录,http://em.21dtv.com/songs/60028687.mkv
冷漠-古咖啡,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3142984&response=res&format=mp4&type=convert_url
冷漠-时光海灣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_9867444&response=res&format=mp4&type=convert_url
冷漠-真不是闹着玩,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_22836669&response=res&format=mp4&type=convert_url
冷漠-谁都不要说分手,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_12975393&response=res&format=mp4&type=convert_url
冷漠-再爱也没有用,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5834217&response=res&format=mp4&type=convert_url
冷漠-不要再说你还爱我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_911272&response=res&format=mp4&type=convert_url
冷漠-别把寂寞当缘分,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6210858&response=res&format=mp4&type=convert_url
冷漠-你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&response=res&format=mp4&type=convert_url
冷漠-我是否也在你心中,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4378249&response=res&format=mp4&type=convert_url
爱情是什么东西,https://txmov2.a.kwimgs.com/bs3/video-hls/5212072245425012814_hlsb.m3u8
梅兰梅兰,http://em.21dtv.com/songs/60147916.mkv
渴望,http://em.21dtv.com/songs/60025368.mkv
晚秋,http://em.21dtv.com/songs/60043239.mkv
走西口,http://em.21dtv.com/songs/60089936.mkv
走西口,http://em.21dtv.com/songs/60102855.mkv
走西口,http://em.21dtv.com/songs/60059959.mkv
大西口,http://em.21dtv.com/songs/60117990.mkv
